x y
9.30000 0.00000
0.00000 4.00000
7.40000 2.00000
11.10000 0.00000
16.70000 0.00000
14.80000 0.00000
14.80000 0.00000
9.30000 0.00000
14.80000 4.00000
14.80000 6.00000
13.00000 4.00000
13.00000 4.00000
0.00000 2.00000
0.00000 0.00000
5.60000 0.00000
5.60000 0.00000
9.30000 0.00000
7.40000 2.00000
7.40000 2.00000
5.60000 10.00000
0.00000 0.00000
7.40000 0.00000
5.60000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 2.00000
9.30000 2.00000
7.40000 0.00000
11.10000 0.00000
11.10000 4.00000
10.20000 0.00000
12.95000 4.00000
4.65000 0.00000
0.00000 2.00000
3.70000 2.00000
10.20000 0.00000
4.84000 6.00000
7.40000 0.00000
0.00000 0.00000
11.15000 0.00000
2.24000 0.00000
0.00000 0.00000
12.05000 0.00000
11.10000 0.00000
7.40000 2.00000
6.50000 0.00000
13.60000 0.00000
10.50000 0.00000
12.05000 2.00000
13.00000 2.00000
13.90000 0.00000
11.73333 0.00000
8.35000 0.00000
13.00000 2.00000
7.40000 2.00000
5.60000 2.00000
11.10000 2.00000
5.60000 0.00000
7.40000 4.00000
2.80000 6.00000
0.00000 0.00000
4.33333 4.00000
5.60000 0.00000
0.00000 2.00000
0.00000 0.00000
5.60000 2.00000
9.30000 0.00000
0.00000 0.00000
11.10000 8.00000
7.40000 0.00000
7.40000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
0.00000 2.00000
1.86667 0.00000
0.00000 0.00000
7.40000 0.00000
0.00000 6.00000
0.00000 8.00000
7.90000 2.00000
4.65000 2.00000
0.00000 2.00000
0.00000 0.00000
0.00000 6.00000
5.60000 0.00000
0.00000 0.00000
7.40000 6.00000
11.10000 2.00000
5.60000 0.00000
11.10000 0.00000
12.05000 0.00000
11.10000 0.00000
13.00000 0.00000
10.20000 2.00000
14.80000 2.00000
12.05000 0.00000
14.80000 0.00000
13.00000 0.00000
16.70000 0.00000
12.05000 2.00000
16.70000 0.00000
18.50000 0.00000
0.00000 0.00000
7.40000 0.00000
11.10000 0.00000
11.10000 0.00000
13.00000 4.00000
11.10000 2.00000
13.00000 0.00000
13.00000 2.00000
13.00000 0.00000
16.70000 0.00000
8.35000 0.00000
7.40000 2.00000
5.60000 4.00000
9.30000 0.00000
0.00000 0.00000
7.40000 0.00000
0.00000 0.00000
0.00000 4.00000
5.60000 0.00000
0.00000 6.00000
5.60000 4.00000
7.40000 2.00000
6.50000 2.00000
2.80000 0.00000
5.60000 0.00000
7.40000 2.00000
11.10000 0.00000
5.60000 2.00000
0.00000 0.00000
5.60000 0.00000
0.00000 2.00000
5.60000 2.00000
0.00000 2.00000
5.60000 0.00000
7.40000 0.00000
9.30000 0.00000
1.40000 0.00000
4.01667 0.00000
5.10000 0.00000
7.40000 0.00000
7.40000 0.00000
9.30000 0.00000
9.30000 0.00000
14.80000 2.00000
16.70000 0.00000
0.00000 6.00000
0.00000 2.00000
7.40000 4.00000
24.10000 6.00000
13.00000 10.00000
24.10000 0.00000
16.70000 2.00000
18.50000 0.00000
13.00000 4.00000
18.50000 4.00000
0.00000 0.00000
13.00000 0.00000
9.30000 2.00000
9.30000 2.00000
24.10000 0.00000
22.20000 0.00000
18.50000 0.00000
20.40000 0.00000
22.20000 0.00000
16.70000 0.00000
16.70000 0.00000
9.30000 2.00000
20.40000 0.00000
16.70000 2.00000
24.10000 2.00000
7.40000 2.00000
14.80000 4.00000
22.20000 0.00000
7.40000 0.00000
14.80000 4.00000
14.80000 0.00000
13.00000 0.00000
0.00000 0.00000
16.70000 8.00000
16.70000 8.00000
14.80000 0.00000
7.40000 2.00000
0.00000 2.00000
9.30000 4.00000
5.60000 0.00000
5.60000 0.00000
0.00000 0.00000
5.60000 0.00000
13.00000 0.00000
9.30000 0.00000
7.40000 0.00000
7.40000 2.00000
9.30000 6.00000
14.80000 0.00000
13.00000 2.00000
9.30000 0.00000
14.80000 0.00000
13.00000 2.00000
0.00000 2.00000
13.00000 0.00000
5.60000 12.00000
5.60000 0.00000
0.00000 2.00000
5.60000 2.00000
5.60000 4.00000
5.60000 0.00000
0.00000 0.00000
5.60000 4.00000
7.40000 0.00000
5.60000 0.00000
7.40000 0.00000
7.40000 0.00000
5.60000 0.00000
7.40000 2.00000
5.60000 0.00000
7.40000 2.00000
7.40000 0.00000
0.00000 2.00000
5.60000 6.00000
7.40000 2.00000
11.10000 2.00000
0.00000 2.00000
11.10000 0.00000
14.80000 0.00000
9.30000 4.00000
11.10000 6.00000
7.40000 2.00000
9.30000 8.00000
13.00000 0.00000
9.30000 2.00000
7.40000 2.00000
9.30000 2.00000
13.90000 4.00000
15.75000 0.00000
11.10000 6.00000
5.60000 0.00000
5.60000 0.00000
13.00000 0.00000
5.60000 0.00000
3.70000 2.00000
8.35000 0.00000
13.00000 0.00000
14.80000 0.00000
8.35000 0.00000
20.40000 0.00000
9.30000 2.00000
13.00000 0.00000
16.70000 0.00000
11.10000 0.00000
11.10000 0.00000
7.40000 6.00000
11.10000 0.00000
7.40000 0.00000
16.70000 0.00000
5.60000 14.00000
9.30000 0.00000
14.20000 0.00000
7.40000 2.00000
4.65000 0.00000
11.10000 4.00000
11.10000 0.00000
13.00000 0.00000
14.80000 0.00000
13.00000 0.00000
11.10000 0.00000
14.80000 0.00000
7.40000 0.00000
9.30000 0.00000
13.00000 0.00000
11.10000 0.00000
11.10000 0.00000
5.60000 4.00000
0.00000 4.00000
8.66667 2.00000
2.80000 0.00000
5.56667 6.00000
2.80000 0.00000
0.00000 2.00000
0.00000 4.00000
7.40000 6.00000
0.00000 0.00000
9.30000 2.00000
25.90000 0.00000
20.40000 2.00000
24.10000 2.00000
22.83333 0.00000
16.70000 0.00000
7.40000 0.00000
0.00000 0.00000
16.70000 2.00000
0.00000 0.00000
29.60000 2.00000
16.70000 2.00000
20.40000 4.00000
29.60000 2.00000
14.80000 4.00000
0.00000 2.00000
16.70000 0.00000
31.50000 8.00000
22.20000 0.00000
18.50000 0.00000
13.00000 0.00000
18.50000 0.00000
24.10000 2.00000
14.80000 0.00000
22.20000 0.00000
16.70000 0.00000
18.50000 0.00000
16.70000 0.00000
20.40000 0.00000
25.90000 0.00000
18.50000 0.00000
24.10000 0.00000
0.00000 0.00000
25.90000 4.00000
16.70000 8.00000
18.50000 0.00000
16.70000 0.00000
14.80000 0.00000
14.80000 6.00000
0.00000 0.00000
11.10000 4.00000
20.40000 4.00000
18.50000 0.00000
5.60000 0.00000
11.10000 2.00000
13.00000 0.00000
0.00000 0.00000
11.10000 0.00000
16.70000 0.00000
7.40000 0.00000
5.60000 2.00000
0.00000 0.00000
9.30000 0.00000
11.10000 0.00000
13.00000 2.00000
14.80000 0.00000
11.10000 0.00000
11.10000 0.00000
0.00000 0.00000
13.00000 4.00000
7.40000 4.00000
9.30000 0.00000
0.00000 6.00000
7.40000 6.00000
9.30000 2.00000
7.40000 4.00000
5.60000 0.00000
9.30000 0.00000
9.30000 2.00000
5.60000 2.00000
5.60000 0.00000
11.10000 0.00000
9.30000 2.00000
9.30000 0.00000
13.00000 0.00000
7.40000 0.00000
11.10000 0.00000
0.00000 6.00000
13.00000 0.00000
5.60000 0.00000
7.40000 2.00000
14.80000 2.00000
9.30000 10.00000
9.30000 0.00000
14.80000 0.00000
5.60000 0.00000
13.00000 0.00000
0.00000 2.00000
16.70000 0.00000
9.30000 2.00000
14.80000 0.00000
7.40000 0.00000
9.30000 0.00000
7.40000 0.00000
0.00000 2.00000
5.60000 0.00000
14.80000 0.00000
7.40000 0.00000
0.00000 0.00000
11.10000 2.00000
22.20000 2.00000
9.30000 0.00000
14.80000 12.00000
7.40000 0.00000
16.70000 0.00000
9.30000 2.00000
18.50000 6.00000
0.00000 0.00000
11.10000 2.00000
11.10000 2.00000
9.30000 4.00000
5.60000 0.00000
11.10000 2.00000
14.80000 0.00000
11.10000 4.00000
9.30000 0.00000
12.05000 8.00000
15.43333 0.00000
17.30000 2.00000
18.50000 0.00000
26.85000 0.00000
26.85000 0.00000
21.00000 0.00000
28.40000 0.00000
29.60000 0.00000
30.55000 0.00000
35.20000 0.00000
37.00000 0.00000
26.85000 0.00000
27.13333 2.00000
33.30000 0.00000
24.10000 2.00000
24.10000 0.00000
25.00000 0.00000
26.85000 0.00000
22.20000 0.00000
18.50000 0.00000
13.00000 0.00000
31.50000 0.00000
18.53333 2.00000
20.36667 0.00000
7.40000 0.00000
15.75000 0.00000
12.97500 0.00000
9.30000 0.00000
13.00000 0.00000
13.00000 0.00000
5.60000 2.00000
13.90000 0.00000
13.00000 0.00000
9.30000 0.00000
9.30000 0.00000
7.40000 0.00000
11.10000 2.00000
14.80000 0.00000
13.00000 0.00000
5.60000 0.00000
9.30000 0.00000
0.00000 0.00000
5.60000 0.00000
7.40000 0.00000
5.60000 0.00000
9.30000 0.00000
9.30000 0.00000
0.00000 0.00000
5.60000 0.00000
5.60000 0.00000
0.00000 0.00000
7.40000 0.00000
5.60000 4.00000
5.60000 6.00000
7.40000 10.00000
11.10000 0.00000
5.60000 0.00000
0.00000 0.00000
0.00000 2.00000
5.60000 4.00000
0.00000 0.00000
5.60000 0.00000
9.30000 2.00000
0.00000 0.00000
7.40000 0.00000
5.60000 0.00000
9.30000 6.00000
9.30000 0.00000
11.10000 2.00000
0.00000 0.00000
5.60000 0.00000
5.60000 0.00000
9.30000 2.00000
0.00000 0.00000
7.40000 0.00000
0.00000 0.00000
5.60000 2.00000
9.30000 0.00000
5.60000 0.00000
11.10000 2.00000
7.40000 0.00000
9.30000 2.00000
14.80000 0.00000
14.80000 0.00000
14.80000 2.00000
11.10000 2.00000
11.10000 0.00000
16.70000 2.00000
0.00000 0.00000
13.00000 0.00000
16.70000 2.00000
9.30000 0.00000
0.00000 0.00000
13.00000 2.00000
11.10000 0.00000
13.00000 0.00000
5.60000 0.00000
7.40000 0.00000
0.00000 0.00000
9.30000 0.00000
7.40000 0.00000
7.40000 0.00000
0.00000 0.00000
9.30000 0.00000
16.70000 0.00000
7.40000 0.00000
16.70000 2.00000
18.50000 4.00000
14.80000 2.00000
16.70000 8.00000
14.80000 2.00000
9.30000 4.00000
18.50000 2.00000
16.70000 0.00000
7.40000 6.00000
13.00000 2.00000
0.00000 4.00000
5.60000 0.00000
9.30000 0.00000
11.10000 0.00000
7.40000 0.00000
0.00000 2.00000
5.60000 0.00000
5.60000 0.00000
0.00000 0.00000
9.30000 2.00000
0.00000 0.00000
5.60000 2.00000
0.00000 0.00000
0.00000 2.00000
5.60000 2.00000
14.80000 2.00000
11.10000 0.00000
16.70000 0.00000
22.20000 0.00000
18.50000 0.00000
0.00000 2.00000
9.30000 2.00000
7.40000 0.00000
9.30000 6.00000
5.60000 4.00000
7.40000 2.00000
0.00000 0.00000
5.60000 0.00000
5.60000 0.00000
7.40000 0.00000
5.60000 0.00000
0.00000 0.00000
0.00000 0.00000
11.10000 0.00000
7.40000 0.00000
7.40000 0.00000
11.10000 0.00000
9.30000 2.00000
7.40000 2.00000
14.80000 4.00000
18.50000 0.00000
11.10000 0.00000
16.70000 0.00000
7.40000 0.00000
18.50000 2.00000
22.20000 0.00000
22.20000 4.00000
13.00000 2.00000
16.70000 0.00000
20.40000 0.00000
16.70000 4.00000
13.00000 0.00000
14.80000 0.00000
18.50000 0.00000
11.10000 2.00000
7.40000 4.00000
18.50000 4.00000
13.00000 2.00000
9.30000 0.00000
0.00000 0.00000
9.30000 0.00000
11.10000 0.00000
5.60000 0.00000
5.60000 0.00000
7.40000 6.00000
9.30000 0.00000
7.40000 0.00000
9.30000 2.00000
11.10000 0.00000
7.40000 2.00000
5.60000 8.00000
20.40000 0.00000
20.40000 0.00000
16.70000 0.00000
13.00000 2.00000
16.70000 2.00000
18.50000 0.00000
7.40000 0.00000
7.40000 0.00000
9.30000 2.00000
9.30000 6.00000
14.80000 4.00000
11.10000 0.00000
9.30000 0.00000
13.00000 0.00000
13.00000 4.00000
9.30000 0.00000
13.00000 4.00000
9.30000 4.00000
5.60000 0.00000
11.10000 4.00000
0.00000 0.00000
0.00000 0.00000
5.60000 0.00000
7.40000 2.00000
9.30000 0.00000
0.00000 2.00000
13.00000 2.00000
0.00000 2.00000
7.40000 0.00000
11.10000 2.00000
9.30000 2.00000
13.00000 0.00000
13.00000 0.00000
22.20000 0.00000
16.70000 0.00000
14.80000 0.00000
0.00000 4.00000
7.40000 0.00000
11.10000 0.00000
9.30000 0.00000
9.30000 0.00000
7.40000 0.00000
13.00000 2.00000
13.00000 6.00000
14.80000 6.00000
11.10000 2.00000
11.10000 2.00000
9.30000 4.00000
0.00000 0.00000
11.10000 4.00000
7.40000 0.00000
0.00000 4.00000
11.10000 0.00000
13.00000 0.00000
13.00000 0.00000
11.10000 0.00000
11.10000 0.00000
0.00000 0.00000
5.60000 0.00000
0.00000 0.00000
7.40000 4.00000
7.40000 6.00000
7.40000 2.00000
0.00000 0.00000
11.10000 0.00000
7.40000 0.00000
11.10000 0.00000
7.40000 0.00000
0.00000 4.00000
5.60000 6.00000
0.00000 0.00000
0.00000 2.00000
9.30000 2.00000
7.40000 6.00000
0.00000 0.00000
2.80000 0.00000
0.00000 0.00000
11.10000 0.00000
11.10000 0.00000
11.10000 0.00000
11.10000 0.00000
12.95000 0.00000
14.80000 0.00000
13.00000 4.00000
22.20000 2.00000
25.90000 2.00000
25.90000 0.00000
13.00000 4.00000
20.40000 0.00000
22.20000 0.00000
22.20000 4.00000
22.20000 0.00000
18.50000 0.00000
13.00000 4.00000
20.40000 2.00000
0.00000 2.00000
14.80000 4.00000
13.00000 2.00000
13.00000 2.00000
14.80000 2.00000
0.00000 0.00000
0.00000 0.00000
9.30000 0.00000
9.30000 0.00000
7.40000 0.00000
11.10000 0.00000
9.30000 0.00000
0.00000 0.00000
1.03333 2.00000
0.00000 0.00000
9.30000 0.00000
0.00000 0.00000
0.00000 2.00000
0.00000 2.00000
0.00000 0.00000
7.40000 2.00000
13.00000 10.00000
9.30000 0.00000
5.60000 0.00000
14.80000 0.00000
0.00000 2.00000
13.00000 2.00000
9.30000 2.00000
7.40000 0.00000
0.00000 0.00000
3.25000 0.00000
7.43333 0.00000
7.40000 4.00000
2.80000 6.00000
11.10000 2.00000
2.46667 10.00000
5.60000 2.00000
2.32500 0.00000
1.86667 4.00000
0.00000 0.00000
0.00000 0.00000
2.80000 4.00000
2.80000 4.00000
0.00000 4.00000
5.60000 2.00000
1.86667 2.00000
0.00000 2.00000
0.00000 0.00000
0.00000 0.00000
5.60000 2.00000
0.00000 2.00000
7.40000 0.00000
5.60000 0.00000
5.60000 0.00000
7.40000 0.00000
5.60000 0.00000
9.30000 0.00000
5.60000 0.00000
11.10000 0.00000
9.30000 2.00000
9.30000 2.00000
9.30000 0.00000
11.10000 0.00000
5.60000 0.00000
5.60000 4.00000
13.00000 0.00000
11.10000 4.00000
11.10000 0.00000
7.40000 6.00000
11.10000 2.00000
0.00000 0.00000
3.70000 8.00000
5.60000 0.00000
0.00000 0.00000
0.00000 0.00000
1.86667 2.00000
4.93333 2.00000
0.00000 0.00000
0.00000 0.00000
2.80000 0.00000
0.00000 0.00000
1.86667 0.00000
1.86667 0.00000
3.70000 2.00000
8.03333 0.00000
1.86667 0.00000
10.53333 2.00000
11.73333 2.00000
16.66667 2.00000
3.10000 2.00000
6.20000 2.00000
5.56667 0.00000
6.80000 4.00000
11.76667 2.00000
14.80000 0.00000
15.43333 0.00000
12.36667 0.00000
13.00000 0.00000
12.36667 2.00000
9.30000 0.00000
7.40000 0.00000
5.55000 0.00000
5.60000 0.00000
9.30000 0.00000
11.10000 0.00000
7.40000 0.00000
9.30000 0.00000
11.13333 0.00000
20.40000 2.00000
16.66667 2.00000
18.50000 0.00000
11.10000 0.00000
13.00000 0.00000
16.70000 2.00000
20.40000 0.00000
11.10000 0.00000
0.00000 2.00000
14.80000 0.00000
9.30000 0.00000
13.00000 0.00000
7.40000 0.00000
5.60000 0.00000
0.00000 2.00000
5.60000 0.00000
7.40000 0.00000
7.40000 0.00000
5.60000 0.00000
7.40000 0.00000
0.00000 2.00000
5.60000 2.00000
9.30000 2.00000
16.70000 2.00000
7.40000 4.00000
11.10000 0.00000
13.00000 0.00000
7.40000 0.00000
11.10000 4.00000
9.30000 0.00000
11.10000 0.00000
11.10000 4.00000
11.10000 2.00000
11.10000 0.00000
7.40000 2.00000
11.10000 0.00000
11.10000 0.00000
7.40000 2.00000
9.30000 0.00000
0.00000 0.00000
5.60000 2.00000
7.40000 0.00000
5.60000 0.00000
7.40000 0.00000
7.40000 0.00000
9.30000 0.00000
7.40000 0.00000
9.30000 0.00000
9.30000 0.00000
5.60000 2.00000
7.40000 2.00000
5.60000 4.00000
0.00000 2.00000
5.60000 4.00000
7.40000 4.00000
2.80000 0.00000
0.00000 0.00000
0.00000 2.00000
0.00000 0.00000
0.00000 4.00000
0.00000 0.00000
0.00000 0.00000
0.00000 0.00000
5.60000 0.00000
9.30000 0.00000
9.30000 0.00000
